category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,shipping_delay_days,order_month,order_day,order_dayofweek,order_hour,shipping_month,shipping_day,shipping_dayofweek,shipping_hour,is_weekend_order,shipping_city,shipping_state,billing_city,billing_state,product_popularity
Electronics,122.03,1,Returned,Google Pay,Tablet,Organic,Returning,5.0,4,25,3,14,4,30,1,14,0,Laurafurt,Hawaii,North Josephport,North Dakota,13
Toys,45.47,5,Delivered,Apple Pay,Tablet,Paid Search,Returning,5.0,4,25,3,14,4,30,1,14,0,Garyfort,Idaho,Lake Kathyland,Minnesota,12
Beauty,184.17,1,Delivered,Apple Pay,Mobile,Paid Search,Returning,1.0,4,25,3,14,4,26,4,14,0,Jonathanchester,South Carolina,Rogermouth,Iowa,9
Electronics,153.96,1,Delivered,Google Pay,Mobile,Organic,Returning,1.0,4,25,3,14,4,26,4,14,0,Kennethmouth,California,Griffinland,New Mexico,12
Beauty,105.16,1,Delivered,PayPal,Tablet,Email,Returning,4.0,4,25,3,14,4,29,0,14,0,Port Jacqueline,Missouri,New Martinview,Missouri,9
Books,306.34,3,Shipped,Debit Card,Tablet,Organic,Returning,4.0,4,25,3,14,4,29,0,14,0,South Jose,Idaho,Port Sandraton,New Jersey,6
Home,157.24,1,Delivered,Debit Card,Desktop,Social,VIP,6.0,4,25,3,14,5,1,2,14,0,Michaelborough,Vermont,Harringtonport,South Dakota,9
Home,314.18,3,Shipped,Credit Card,Tablet,Social,Returning,1.0,4,25,3,14,4,26,4,14,0,Lake Darren,Colorado,Frenchstad,Illinois,11
Books,157.39,1,Shipped,Google Pay,Desktop,Paid Search,Returning,1.0,4,25,3,14,4,26,4,14,0,Mcculloughport,Kansas,Steveland,Massachusetts,10
Home,300.91,2,Delivered,Apple Pay,Mobile,Social,VIP,1.0,4,25,3,14,4,26,4,14,0,Port Margaretmouth,Arkansas,Reyesstad,South Carolina,11
Electronics,243.79,2,Returned,Credit Card,Tablet,Email,VIP,2.0,4,25,3,14,4,27,5,14,0,Lake Thomasland,New Hampshire,South Nicholas,Oklahoma,11
Electronics,86.78,1,Returned,Credit Card,Desktop,Email,Returning,7.0,4,25,3,14,5,2,3,14,0,Rebeccamouth,Louisiana,Melissabury,North Carolina,12
Toys,325.97,3,Delivered,Apple Pay,Desktop,Email,Returning,3.0,4,25,3,14,4,28,6,14,0,Reyeshaven,Nevada,East Tyler,Nevada,12
Toys,11.92,2,Delivered,Apple Pay,Desktop,Email,New,7.0,4,25,3,14,5,2,3,14,0,East Staceymouth,Colorado,Royside,Washington,14
Home,336.74,5,Delivered,Google Pay,Mobile,Social,Returning,7.0,4,25,3,14,5,2,3,14,0,Crystalfort,Nebraska,Brandonfurt,New Hampshire,9
Home,333.17,2,Delivered,Credit Card,Mobile,Social,Returning,3.0,4,26,4,14,4,29,0,14,0,North Robinmouth,Vermont,Jessicamouth,Colorado,10
Beauty,278.81,1,Delivered,Credit Card,Tablet,Organic,Returning,1.0,4,26,4,14,4,27,5,14,0,East Patrick,Alaska,Kellyberg,Montana,12
Books,207.01,1,Delivered,Google Pay,Tablet,Paid Search,Returning,1.0,4,26,4,14,4,27,5,14,0,North Brandon,Colorado,North Leslie,Illinois,9
Clothing,123.74,2,Shipped,Google Pay,Tablet,Email,Returning,2.0,4,26,4,14,4,28,6,14,0,Nathanfort,Idaho,Jensenland,Washington,13
Toys,333.32,1,Shipped,Debit Card,Desktop,Social,Returning,2.0,4,26,4,14,4,28,6,14,0,Roberttown,Nevada,Terriberg,Georgia,15
Electronics,228.71,3,Delivered,Apple Pay,Tablet,Social,Returning,6.0,4,26,4,14,5,2,3,14,0,Port Gary,New Hampshire,South Hannah,Texas,4
Beauty,485.65,1,Shipped,Credit Card,Desktop,Paid Search,Returning,2.0,4,26,4,14,4,28,6,14,0,Port Carla,Arkansas,Kylebury,Connecticut,13
Books,460.32,2,Shipped,Credit Card,Desktop,Social,VIP,7.0,4,26,4,14,5,3,4,14,0,Tristanshire,Michigan,Audreymouth,Rhode Island,15
Clothing,223.43,2,Delivered,Google Pay,Tablet,Email,VIP,2.0,4,26,4,14,4,28,6,14,0,Cassidyburgh,Minnesota,South Tiffanyport,Indiana,11
Electronics,292.87,1,Delivered,Debit Card,Desktop,Paid Search,Returning,1.0,4,26,4,14,4,27,5,14,0,West James,Virginia,Pittmanchester,Georgia,14
Home,74.5,3,Delivered,PayPal,Desktop,Paid Search,VIP,4.0,4,26,4,14,4,30,1,14,0,Port Michaelstad,Mississippi,Meyerburgh,Montana,8
Books,423.24,7,Delivered,Debit Card,Tablet,Paid Search,Returning,6.0,4,26,4,14,5,2,3,14,0,East Jill,Oregon,Andrewsshire,North Carolina,7
Electronics,51.86,1,Delivered,Debit Card,Mobile,Social,Returning,3.0,4,26,4,14,4,29,0,14,0,New Ashley,Hawaii,Lake Robinmouth,Alaska,10
Electronics,371.08,1,Delivered,Credit Card,Tablet,Organic,VIP,3.0,4,26,4,14,4,29,0,14,0,Lewisport,Louisiana,Parkerhaven,Idaho,6
Beauty,67.86,4,Delivered,Debit Card,Mobile,Social,VIP,1.0,4,26,4,14,4,27,5,14,0,Whitneyside,Texas,Nicoleberg,New York,10
Books,305.13,2,Delivered,Credit Card,Tablet,Paid Search,VIP,3.0,4,26,4,14,4,29,0,14,0,Morganborough,Kansas,Lindahaven,Delaware,19
Electronics,39.26,3,Delivered,Apple Pay,Mobile,Organic,VIP,5.0,4,26,4,14,5,1,2,14,0,New William,Minnesota,Thompsonmouth,Washington,13
Toys,242.05,2,Delivered,PayPal,Mobile,Organic,Returning,6.0,4,26,4,14,5,2,3,14,0,Cassidyport,Oklahoma,Danielmouth,Wyoming,9
Beauty,294.1,3,Delivered,Google Pay,Tablet,Social,VIP,7.0,4,26,4,14,5,3,4,14,0,North Brian,New Mexico,South Stevenstad,Indiana,11
Beauty,362.04,1,Delivered,Google Pay,Tablet,Paid Search,Returning,3.0,4,26,4,14,4,29,0,14,0,Lake Anitaburgh,Minnesota,Michaelchester,Wisconsin,13
Beauty,409.43,1,Delivered,Apple Pay,Mobile,Email,VIP,5.0,4,26,4,14,5,1,2,14,0,Jonesfort,West Virginia,Jeanview,New Mexico,16
Clothing,76.09,1,Delivered,Credit Card,Mobile,Social,VIP,5.0,4,26,4,14,5,1,2,14,0,East Amanda,Washington,Bruceside,West Virginia,14
Beauty,57.56,2,Delivered,Google Pay,Tablet,Social,VIP,3.0,4,26,4,14,4,29,0,14,0,Port Caitlinville,Michigan,West Carlfort,Illinois,7
Home,321.27,2,Delivered,Credit Card,Desktop,Organic,Returning,2.0,4,26,4,14,4,28,6,14,0,Riverafurt,Michigan,Jenniferton,Wyoming,8
Beauty,157.93,1,Delivered,Credit Card,Mobile,Organic,Returning,3.0,4,26,4,14,4,29,0,14,0,Davidborough,New Mexico,Hoffmanburgh,Oklahoma,9
Clothing,420.56,4,Delivered,Google Pay,Tablet,Social,Returning,3.0,4,26,4,14,4,29,0,14,0,Harperhaven,Nevada,Lindastad,Connecticut,11
Home,457.44,1,Delivered,Google Pay,Mobile,Social,Returning,7.0,4,26,4,14,5,3,4,14,0,East Baileystad,Maryland,Port Patriciahaven,South Carolina,9
Beauty,476.47,3,Delivered,Apple Pay,Desktop,Paid Search,VIP,2.0,4,26,4,14,4,28,6,14,0,Martinezshire,Oregon,Jeffreymouth,West Virginia,12
Beauty,341.9,1,Shipped,Apple Pay,Tablet,Social,Returning,2.0,4,26,4,14,4,28,6,14,0,East James,Arizona,East Kennethland,Pennsylvania,11
Beauty,493.89,1,Delivered,PayPal,Mobile,Email,New,5.0,4,26,4,14,5,1,2,14,0,New Matthew,North Carolina,South Chris,California,10
Books,182.6,4,Delivered,PayPal,Tablet,Social,VIP,1.0,4,26,4,14,4,27,5,14,0,Sarahmouth,New Mexico,Carriemouth,Illinois,13
Toys,266.0,4,Shipped,Google Pay,Desktop,Social,VIP,3.0,4,26,4,14,4,29,0,14,0,Janetland,Idaho,Frankmouth,Ohio,17
Home,90.47,1,Delivered,Debit Card,Mobile,Email,VIP,4.0,4,26,4,14,4,30,1,14,0,Fuentesmouth,Connecticut,Burtonbury,Michigan,11
Books,35.88,1,Delivered,Debit Card,Desktop,Email,Returning,6.0,4,26,4,14,5,2,3,14,0,Ramosberg,Iowa,Port Tony,Alaska,14
Beauty,440.96,2,Delivered,Debit Card,Mobile,Organic,Returning,3.0,4,26,4,14,4,29,0,14,0,Gloverport,New York,Butlerchester,New Jersey,21
Toys,108.04,2,Pending,Credit Card,Tablet,Email,VIP,7.0,4,26,4,14,5,3,4,14,0,South Codyport,Montana,Crystalmouth,New Hampshire,10
Toys,478.78,1,Delivered,PayPal,Mobile,Email,Returning,2.0,4,26,4,14,4,28,6,14,0,Lake Erin,Georgia,East Matthew,Michigan,7
Clothing,147.89,2,Delivered,Apple Pay,Tablet,Paid Search,VIP,3.0,4,26,4,14,4,29,0,14,0,Port Kelseyview,Arkansas,North Derekberg,North Carolina,16
Books,42.1,3,Delivered,Apple Pay,Mobile,Social,Returning,5.0,4,27,5,14,5,2,3,14,1,Robinsonberg,Georgia,New Amyburgh,Massachusetts,8
Home,216.97,1,Delivered,Debit Card,Tablet,Paid Search,VIP,4.0,4,27,5,14,5,1,2,14,1,Floydport,North Carolina,East Amy,South Dakota,14
Beauty,76.06,1,Delivered,PayPal,Tablet,Social,Returning,7.0,4,27,5,14,5,4,5,14,1,Smithstad,California,Hernandezstad,Oregon,12
Clothing,390.99,1,Delivered,Credit Card,Tablet,Organic,Returning,7.0,4,27,5,14,5,4,5,14,1,Francesborough,Arkansas,Port Paul,Utah,7
Beauty,54.23,3,Delivered,Debit Card,Mobile,Organic,VIP,2.0,4,27,5,14,4,29,0,14,1,Port Danielbury,Maine,Colemouth,Nevada,13
Books,302.92,1,Delivered,PayPal,Tablet,Organic,New,3.0,4,27,5,14,4,30,1,14,1,Port Philipside,Kansas,New Mariaview,New Jersey,5
Clothing,170.03,2,Shipped,PayPal,Tablet,Email,VIP,3.0,4,27,5,14,4,30,1,14,1,North Ryan,Arizona,Victoriaville,Vermont,10
Toys,457.05,1,Delivered,Apple Pay,Desktop,Organic,VIP,4.0,4,27,5,14,5,1,2,14,1,Brooksview,Rhode Island,East David,Minnesota,14
Beauty,217.89,3,Delivered,Google Pay,Desktop,Email,Returning,1.0,4,27,5,14,4,28,6,14,1,New Jimmyburgh,Oregon,Lake Keithfurt,Tennessee,9
Toys,68.96,2,Delivered,Credit Card,Tablet,Paid Search,Returning,5.0,4,27,5,14,5,2,3,14,1,Phillipsberg,Hawaii,Lisaview,Vermont,10
Electronics,123.32,1,Delivered,Apple Pay,Tablet,Social,VIP,4.0,4,27,5,14,5,1,2,14,1,Michealton,Minnesota,North Kyle,West Virginia,13
Home,44.28,1,Delivered,Google Pay,Tablet,Organic,VIP,1.0,4,27,5,14,4,28,6,14,1,Courtneyfurt,North Dakota,West David,Vermont,12
Home,86.73,2,Delivered,Debit Card,Desktop,Email,VIP,7.0,4,27,5,14,5,4,5,14,1,North Tammymouth,Colorado,North Anthony,Rhode Island,4
Clothing,216.11,1,Shipped,PayPal,Mobile,Organic,VIP,2.0,4,27,5,14,4,29,0,14,1,North Janice,New York,Davisport,North Carolina,11
Beauty,493.99,3,Returned,Google Pay,Desktop,Email,Returning,4.0,4,27,5,14,5,1,2,14,1,Yolandamouth,California,Port Craigmouth,Nebraska,8
Beauty,391.46,2,Delivered,Credit Card,Desktop,Organic,VIP,7.0,4,27,5,14,5,4,5,14,1,Lake Justin,Michigan,Ericshire,Connecticut,10
Clothing,49.49,1,Delivered,Debit Card,Tablet,Email,VIP,5.0,4,27,5,14,5,2,3,14,1,Palmerville,South Dakota,Natalieville,Georgia,15
Beauty,51.69,1,Delivered,Google Pay,Mobile,Social,VIP,1.0,4,27,5,14,4,28,6,14,1,Martinezstad,Illinois,Janetberg,New Jersey,14
Beauty,363.29,1,Shipped,Debit Card,Tablet,Paid Search,Returning,4.0,4,27,5,14,5,1,2,14,1,Port Sandra,South Dakota,Singletonbury,North Carolina,12
Beauty,77.64,4,Shipped,PayPal,Desktop,Social,VIP,4.0,4,27,5,14,5,1,2,14,1,Lynntown,Alabama,Rossmouth,Virginia,12
Toys,192.58,2,Delivered,Google Pay,Tablet,Social,Returning,4.0,4,27,5,14,5,1,2,14,1,New Sarah,South Carolina,Laurafurt,Alaska,6
Electronics,288.46,1,Delivered,PayPal,Desktop,Social,Returning,7.0,4,27,5,14,5,4,5,14,1,Danielhaven,Michigan,East Taylorshire,Alabama,13
Beauty,195.91,1,Delivered,Debit Card,Desktop,Email,New,1.0,4,27,5,14,4,28,6,14,1,Kempburgh,Nebraska,Ginaburgh,Wyoming,8
Books,198.63,3,Delivered,Apple Pay,Mobile,Email,VIP,6.0,4,27,5,14,5,3,4,14,1,Bryanttown,New York,Carolynfort,Alaska,10
Beauty,266.54,3,Pending,Google Pay,Desktop,Paid Search,Returning,2.0,4,27,5,14,4,29,0,14,1,Russellfurt,Alaska,New Jodimouth,Michigan,6
Clothing,282.51,1,Returned,Debit Card,Tablet,Paid Search,VIP,6.0,4,27,5,14,5,3,4,14,1,Jordanberg,Arizona,Pattersonstad,California,17
Home,294.12,1,Delivered,Credit Card,Tablet,Social,VIP,4.0,4,27,5,14,5,1,2,14,1,Sarahstad,Wisconsin,Hicksfurt,California,13
Books,450.33,1,Delivered,Google Pay,Mobile,Paid Search,VIP,3.0,4,27,5,14,4,30,1,14,1,Nelsonmouth,Indiana,Wolfeberg,Connecticut,5
Beauty,45.86,1,Delivered,Google Pay,Tablet,Social,VIP,2.0,4,27,5,14,4,29,0,14,1,South Charles,Michigan,Timothyton,New York,15
Clothing,362.3,1,Returned,Google Pay,Mobile,Social,Returning,7.0,4,27,5,14,5,4,5,14,1,Crystalville,Colorado,West Karichester,Colorado,8
Electronics,361.31,1,Delivered,PayPal,Desktop,Paid Search,Returning,4.0,4,27,5,14,5,1,2,14,1,East Melissa,Ohio,Loritown,Vermont,9
Toys,60.56,3,Delivered,Credit Card,Tablet,Paid Search,VIP,3.0,4,27,5,14,4,30,1,14,1,West Michelehaven,Georgia,Lake Jenniferport,Tennessee,9
Home,48.71,1,Shipped,Debit Card,Mobile,Organic,New,2.0,4,28,6,14,4,30,1,14,1,West Jamesland,Wisconsin,Brandyville,Louisiana,9
Clothing,50.7,1,Delivered,Credit Card,Mobile,Paid Search,Returning,7.0,4,28,6,14,5,5,6,14,1,Cameronland,Iowa,East Mariah,Kentucky,12
Books,198.27,1,Delivered,Apple Pay,Desktop,Social,VIP,5.0,4,28,6,14,5,3,4,14,1,Brownchester,South Dakota,Port Courtneyton,Idaho,9
Home,324.26,1,Delivered,Apple Pay,Tablet,Organic,VIP,3.0,4,28,6,14,5,1,2,14,1,East Stevenmouth,Alabama,Jennifershire,California,9
Beauty,382.89,1,Delivered,Debit Card,Mobile,Social,Returning,3.0,4,28,6,14,5,1,2,14,1,Jonathanville,Maine,Davidport,Arizona,10
Clothing,441.98,1,Delivered,PayPal,Desktop,Organic,VIP,3.0,4,28,6,14,5,1,2,14,1,Lake Sharonbury,North Dakota,Lake Roberto,South Carolina,12
Electronics,313.99,2,Returned,Google Pay,Desktop,Social,Returning,1.0,4,28,6,14,4,29,0,14,1,Grantbury,Utah,New David,Colorado,11
Electronics,343.22,3,Returned,Google Pay,Tablet,Paid Search,New,2.0,4,28,6,14,4,30,1,14,1,North Desireeborough,Oregon,Vanessaborough,Tennessee,8
Home,201.19,1,Delivered,Apple Pay,Tablet,Email,Returning,3.0,4,28,6,14,5,1,2,14,1,Douglasview,Georgia,South Davidmouth,Kansas,9
Beauty,200.26,3,Delivered,Credit Card,Desktop,Paid Search,VIP,4.0,4,28,6,14,5,2,3,14,1,Frederickchester,Alaska,Kevinmouth,Hawaii,6
Books,12.61,3,Delivered,Debit Card,Mobile,Paid Search,Returning,7.0,4,28,6,14,5,5,6,14,1,Yuton,Tennessee,Clarkberg,Oklahoma,7
Clothing,232.62,2,Shipped,Apple Pay,Desktop,Email,Returning,1.0,4,28,6,14,4,29,0,14,1,Port Thomasland,Ohio,New Lauraside,California,13
Electronics,268.66,2,Shipped,Credit Card,Mobile,Organic,VIP,6.0,4,28,6,14,5,4,5,14,1,North Carla,Alabama,Jamesview,Virginia,12
Toys,286.93,4,Delivered,PayPal,Tablet,Email,Returning,2.0,4,28,6,14,4,30,1,14,1,New Chad,Oklahoma,Byrdview,Missouri,12
Clothing,65.62,1,Delivered,Google Pay,Mobile,Email,VIP,4.0,4,28,6,14,5,2,3,14,1,Martinezmouth,Tennessee,Dakotafort,Missouri,9
Electronics,333.79,2,Delivered,PayPal,Tablet,Email,Returning,2.0,4,28,6,14,4,30,1,14,1,Murraychester,Tennessee,Randolphhaven,Mississippi,10
Home,302.6,1,Delivered,Debit Card,Desktop,Email,Returning,2.0,4,28,6,14,4,30,1,14,1,Herrerachester,Louisiana,Christinatown,North Carolina,7
Home,131.84,4,Returned,Google Pay,Desktop,Email,VIP,2.0,4,28,6,14,4,30,1,14,1,Port Lauraport,South Carolina,Michaelchester,Utah,9
Books,247.55,2,Delivered,Credit Card,Tablet,Email,Returning,3.0,4,28,6,14,5,1,2,14,1,Matthewshire,New Mexico,Lake Shawn,Pennsylvania,10
Beauty,368.59,2,Delivered,Google Pay,Tablet,Email,New,5.0,4,28,6,14,5,3,4,14,1,Moniqueland,West Virginia,Sheilamouth,Nevada,10
Home,243.51,1,Delivered,Debit Card,Desktop,Organic,Returning,2.0,4,28,6,14,4,30,1,14,1,Lake Jessicaview,West Virginia,Smithville,Idaho,8
Electronics,230.19,2,Shipped,Credit Card,Desktop,Organic,Returning,2.0,4,28,6,14,4,30,1,14,1,Lake Mark,Idaho,West Nicole,Missouri,7
Toys,375.22,2,Shipped,Google Pay,Tablet,Social,Returning,7.0,4,28,6,14,5,5,6,14,1,New Dianeland,Florida,Port Kristinashire,North Dakota,6
Home,385.79,2,Delivered,Apple Pay,Mobile,Paid Search,VIP,7.0,4,28,6,14,5,5,6,14,1,West Zacharyton,Maine,East Donfurt,Iowa,15
Toys,435.55,5,Delivered,PayPal,Desktop,Organic,VIP,1.0,4,28,6,14,4,29,0,14,1,Kaneview,Arkansas,New Dakota,New Jersey,16
Home,227.06,2,Returned,Debit Card,Mobile,Paid Search,VIP,5.0,4,28,6,14,5,3,4,14,1,Boothbury,New Jersey,New Mackenzie,New Hampshire,13
Books,261.45,1,Delivered,Google Pay,Desktop,Organic,VIP,7.0,4,28,6,14,5,5,6,14,1,Lake Raymond,Rhode Island,New Francisco,Kansas,12
Clothing,58.4,3,Delivered,PayPal,Tablet,Social,Returning,1.0,4,28,6,14,4,29,0,14,1,South Justinfort,Ohio,Kempfurt,North Carolina,6
Clothing,315.99,3,Shipped,Google Pay,Tablet,Paid Search,Returning,2.0,4,28,6,14,4,30,1,14,1,West Larry,Kentucky,Mariaville,Washington,11
Toys,466.18,4,Delivered,Credit Card,Mobile,Paid Search,Returning,2.0,4,28,6,14,4,30,1,14,1,Millerville,Delaware,Wilkinsonport,Mississippi,18
Clothing,364.29,1,Shipped,Google Pay,Desktop,Email,Returning,1.0,4,28,6,14,4,29,0,14,1,Port Shaun,Alaska,Turnerhaven,Vermont,6
Electronics,216.72,5,Returned,Apple Pay,Desktop,Organic,VIP,3.0,4,28,6,14,5,1,2,14,1,Port Dorothyborough,South Carolina,Port Shannon,Nebraska,9
Beauty,62.75,2,Delivered,Apple Pay,Mobile,Social,Returning,3.0,4,29,0,14,5,2,3,14,0,New Robertside,Utah,North Jacquelinefurt,Utah,18
Beauty,462.46,3,Delivered,Apple Pay,Tablet,Social,Returning,2.0,4,29,0,14,5,1,2,14,0,West Johnton,Minnesota,Mikeport,Minnesota,14
Electronics,444.69,2,Delivered,Debit Card,Desktop,Email,Returning,3.0,4,29,0,14,5,2,3,14,0,New David,Washington,Patrickfort,Colorado,11
Home,413.93,2,Delivered,Google Pay,Tablet,Organic,New,6.0,4,29,0,14,5,5,6,14,0,New Carlymouth,Connecticut,Russelltown,Oregon,8
Clothing,102.4,1,Shipped,Apple Pay,Tablet,Email,Returning,2.0,4,29,0,14,5,1,2,14,0,Valeriechester,New Mexico,Rebeccaville,Idaho,13
Home,391.78,3,Delivered,Google Pay,Desktop,Paid Search,Returning,7.0,4,29,0,14,5,6,0,14,0,Hernandezton,Vermont,New Robertborough,Louisiana,14
Beauty,321.53,2,Delivered,Apple Pay,Tablet,Paid Search,Returning,5.0,4,29,0,14,5,4,5,14,0,East Amyburgh,Montana,South Christopher,Massachusetts,11
Electronics,343.45,2,Pending,Apple Pay,Tablet,Paid Search,Returning,7.0,4,29,0,14,5,6,0,14,0,East Valerieview,Alabama,Hahntown,North Carolina,15
Toys,105.56,4,Shipped,Google Pay,Tablet,Social,VIP,7.0,4,29,0,14,5,6,0,14,0,North Aaronville,Oklahoma,Michaelbury,New Jersey,14
Toys,255.69,1,Delivered,Google Pay,Mobile,Email,VIP,6.0,4,29,0,14,5,5,6,14,0,Dillonfurt,Washington,Cruzside,Tennessee,7
Beauty,464.12,1,Delivered,Google Pay,Desktop,Organic,Returning,5.0,4,29,0,14,5,4,5,14,0,South Jaimeberg,Maine,North Johnnyville,Colorado,12
Electronics,486.97,2,Shipped,Debit Card,Mobile,Organic,VIP,3.0,4,29,0,14,5,2,3,14,0,South Jessica,Illinois,Ashleychester,Tennessee,10
Beauty,256.33,2,Shipped,Apple Pay,Desktop,Email,Returning,4.0,4,29,0,14,5,3,4,14,0,East Melissashire,Missouri,North Connie,Oklahoma,9
Electronics,174.4,1,Shipped,Google Pay,Mobile,Email,Returning,3.0,4,29,0,14,5,2,3,14,0,Port Christopherport,California,South Sarahport,Delaware,7
Clothing,422.0,3,Delivered,Apple Pay,Desktop,Email,VIP,2.0,4,29,0,14,5,1,2,14,0,North Staceymouth,Delaware,Meyerside,Montana,14
Home,371.29,1,Pending,PayPal,Tablet,Social,VIP,1.0,4,29,0,14,4,30,1,14,0,Castroview,Georgia,Dianabury,Wisconsin,15
Books,178.49,2,Delivered,Google Pay,Mobile,Organic,Returning,3.0,4,29,0,14,5,2,3,14,0,Danielport,Michigan,West Christopher,Alabama,7
Home,451.48,2,Shipped,Apple Pay,Mobile,Social,VIP,1.0,4,29,0,14,4,30,1,14,0,Mcdonaldstad,Maryland,North Danielside,North Carolina,9
Books,14.98,2,Delivered,PayPal,Tablet,Organic,Returning,1.0,4,29,0,14,4,30,1,14,0,Sarahton,Wisconsin,South Rodneyberg,Utah,11
Clothing,259.97,1,Delivered,PayPal,Mobile,Organic,VIP,2.0,4,29,0,14,5,1,2,14,0,Cooperberg,Delaware,Josephport,North Carolina,13
Toys,132.59,4,Delivered,Google Pay,Desktop,Paid Search,VIP,1.0,4,29,0,14,4,30,1,14,0,South Marieport,New Mexico,Fitzpatrickmouth,Kentucky,11
Home,307.83,1,Delivered,Debit Card,Tablet,Social,Returning,3.0,4,29,0,14,5,2,3,14,0,Johnsonberg,Mississippi,Turnerchester,Rhode Island,7
Beauty,472.38,2,Shipped,PayPal,Tablet,Social,Returning,4.0,4,29,0,14,5,3,4,14,0,West Timothytown,Alaska,Kevinmouth,Missouri,16
Toys,152.96,3,Delivered,Google Pay,Mobile,Email,Returning,7.0,4,29,0,14,5,6,0,14,0,Lauriemouth,Nebraska,Darylburgh,Pennsylvania,7
Toys,150.8,1,Delivered,Credit Card,Mobile,Email,Returning,3.0,4,29,0,14,5,2,3,14,0,South Shelia,Kentucky,Lake Brianna,New York,12
Beauty,330.28,1,Returned,PayPal,Tablet,Social,Returning,2.0,4,30,1,14,5,2,3,14,0,East Joyceburgh,Iowa,Johnsontown,Massachusetts,8
Books,253.14,4,Delivered,PayPal,Mobile,Paid Search,Returning,4.0,4,30,1,14,5,4,5,14,0,Tatebury,Texas,Port George,South Dakota,21
Books,465.41,2,Delivered,Debit Card,Tablet,Organic,Returning,3.0,4,30,1,14,5,3,4,14,0,Michaeltown,Texas,Meghanfort,Connecticut,14
Clothing,60.1,2,Delivered,Apple Pay,Desktop,Email,VIP,1.0,4,30,1,14,5,1,2,14,0,Adamview,Indiana,West George,Missouri,5
Clothing,329.21,2,Delivered,Google Pay,Tablet,Organic,VIP,1.0,4,30,1,14,5,1,2,14,0,Andrewton,Oregon,Hahnmouth,Maryland,9
Clothing,231.94,1,Shipped,Apple Pay,Mobile,Organic,Returning,4.0,4,30,1,14,5,4,5,14,0,West Dustin,New Jersey,Shawnton,Maryland,11
Books,415.34,2,Delivered,Apple Pay,Tablet,Paid Search,Returning,6.0,4,30,1,14,5,6,0,14,0,South Jason,New Mexico,Figueroaport,Mississippi,13
Books,185.59,2,Delivered,Apple Pay,Mobile,Social,Returning,4.0,4,30,1,14,5,4,5,14,0,Rodriguezhaven,Delaware,Johnstonfort,Pennsylvania,15
Electronics,193.39,1,Delivered,PayPal,Mobile,Organic,Returning,5.0,4,30,1,14,5,5,6,14,0,Anthonytown,California,South Andreport,Florida,7
Home,8.43,4,Delivered,PayPal,Tablet,Social,Returning,5.0,4,30,1,14,5,5,6,14,0,Lopezport,Texas,New Todd,Missouri,9
Clothing,345.97,3,Delivered,Credit Card,Tablet,Email,Returning,5.0,4,30,1,14,5,5,6,14,0,Dylanport,Hawaii,Kylebury,Mississippi,7
Clothing,499.85,1,Delivered,Apple Pay,Desktop,Social,VIP,6.0,4,30,1,14,5,6,0,14,0,Bishopton,Arizona,South Andrea,Rhode Island,7
Home,397.35,2,Delivered,Debit Card,Mobile,Organic,VIP,5.0,4,30,1,14,5,5,6,14,0,North Mark,Connecticut,Alyssaburgh,New Jersey,8
Home,349.21,2,Delivered,Credit Card,Tablet,Email,VIP,5.0,4,30,1,14,5,5,6,14,0,Lewistown,Vermont,East Marcchester,Pennsylvania,7
Beauty,142.41,3,Delivered,Credit Card,Mobile,Organic,VIP,1.0,4,30,1,14,5,1,2,14,0,East Crystalstad,North Carolina,Port Michaelmouth,Georgia,11
Electronics,289.12,2,Delivered,Google Pay,Desktop,Paid Search,VIP,5.0,4,30,1,14,5,5,6,14,0,Dustintown,Iowa,Lake Johnfurt,Hawaii,11
Electronics,243.38,5,Shipped,Google Pay,Mobile,Email,Returning,5.0,4,30,1,14,5,5,6,14,0,Darrylberg,Wisconsin,Thompsonchester,New York,17
Toys,93.72,1,Shipped,Credit Card,Desktop,Social,VIP,6.0,4,30,1,14,5,6,0,14,0,Fordburgh,Oregon,Port Caroline,Utah,6
Clothing,486.02,2,Delivered,PayPal,Desktop,Organic,VIP,2.0,4,30,1,14,5,2,3,14,0,Collinsmouth,North Dakota,Joeltown,Idaho,12
Clothing,315.52,4,Delivered,Debit Card,Tablet,Social,VIP,4.0,4,30,1,14,5,4,5,14,0,North Jessica,Delaware,Port Davidtown,Kentucky,7
Electronics,228.6,1,Shipped,Credit Card,Desktop,Social,Returning,3.0,4,30,1,14,5,3,4,14,0,South Brittneymouth,Louisiana,North Deborah,Texas,13
Clothing,479.95,2,Shipped,Debit Card,Desktop,Social,VIP,2.0,4,30,1,14,5,2,3,14,0,Robinsonton,Mississippi,Scottstad,Louisiana,12
Toys,76.16,3,Delivered,Google Pay,Mobile,Email,VIP,1.0,4,30,1,14,5,1,2,14,0,Haleyshire,Virginia,Tanyaberg,Alaska,17
Home,347.83,1,Delivered,Google Pay,Mobile,Organic,VIP,1.0,4,30,1,14,5,1,2,14,0,New Brendan,Arizona,Williamhaven,Mississippi,9
Beauty,42.85,2,Shipped,Apple Pay,Desktop,Email,VIP,6.0,4,30,1,14,5,6,0,14,0,Williamborough,Kentucky,Port Sherrychester,South Dakota,13
Home,114.12,1,Delivered,PayPal,Mobile,Paid Search,VIP,1.0,4,30,1,14,5,1,2,14,0,Barbarafort,Texas,Hillberg,Connecticut,9
